DX_CLASS,ICD9_CD_NODOT,ICD9_CD,ICD10_CD_NODOT,ICD10_CD,ICD9_LDESC,ICD10_LDESC,LIST,sort
Self-Inflicted Injury,E9509,E95.09,T565X2A,T56.5X2A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of zinc and its compounds, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T566X2A,T56.6X2A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of tin and its compounds, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T567X2A,T56.7X2A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of beryllium and its compounds, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T56812A,T56.812A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of thallium, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T56892A,T56.892A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of other metals, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T5692XA,T56.92XA,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of unspecified metal, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T578X2A,T57.8X2A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of other specified inorganic substances, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T5792XA,T57.92XA,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of unspecified inorganic substance, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T6102XA,T61.02XA,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Ciguatera fish poisoning, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T6112XA,T61.12XA,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Scombroid fish poisoning, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T61772A,T61.772A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Other fish poisoning, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T61782A,T61.782A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Other shellfish poisoning, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T618X2A,T61.8X2A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of other seafood, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T6192XA,T61.92XA,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of unspecified seafood, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T620X2A,T62.0X2A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of ingested mushrooms, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T621X2A,T62.1X2A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of ingested berries, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T622X2A,T62.2X2A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T628X2A,T62.8X2A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T6292XA,T62.92XA,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63002A,T63.002A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of unspecified snake venom, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63012A,T63.012A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of rattlesnake venom, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63022A,T63.022A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of coral snake venom, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63032A,T63.032A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of taipan venom, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63042A,T63.042A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of cobra venom, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63062A,T63.062A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of other North and South American snake, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63072A,T63.072A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of other Australian snake, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63082A,T63.082A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of other African and Asian snake, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63092A,T63.092A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of other snake, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63112A,T63.112A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of gila monster, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63122A,T63.122A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63192A,T63.192A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of other reptiles, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T632X2A,T63.2X2A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of scorpion, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63302A,T63.302A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of unspecified spider venom, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63312A,T63.312A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of black widow spider, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63322A,T63.322A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of tarantula, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63332A,T63.332A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of brown recluse spider, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63392A,T63.392A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of other spider, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63412A,T63.412A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63422A,T63.422A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of ants, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63432A,T63.432A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of caterpillars, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63442A,T63.442A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of bees, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63452A,T63.452A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of hornets, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63462A,T63.462A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of wasps, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63482A,T63.482A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of venom of other arthropod, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63512A,T63.512A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with stingray, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63592A,T63.592A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with other venomous fish, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63612A,T63.612A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with Portugese Man-o-war, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63622A,T63.622A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with other jellyfish, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63632A,T63.632A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with sea anemone, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63692A,T63.692A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with other venomous marine animals, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63712A,T63.712A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with venomous marine plant, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63792A,T63.792A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with other venomous plant, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63812A,T63.812A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with venomous frog, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63822A,T63.822A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with venomous toad, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63832A,T63.832A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with other venomous amphibian, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T63892A,T63.892A,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with other venomous animals, intentional self-harm, initial encounter",10,1
Self-Inflicted Injury,E9509,E95.09,T6392XA,T63.92XA,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,"Toxic effect of contact with unspecified venomous animal, intentional self-harm, initial encounter",10,1
